,Basic,Basic,Basic,Basic,Basic,,,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,,Basic,Basic,,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,,,,,,,,,,,,Basic,Basic,Basic,Basic,,,,,,,,,Basic,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4531,Chevrolet,Cruze,LTZ AT,Production,Compact car,Sedan,14.65 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/ec/22891/Chevrolet-Cruze-Right-Front-Three-Quarter-73032.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/22891/Chevrolet-Cruze-Left-Front-Three-Quarter-88561.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/22891/Chevrolet-Cruze-Exterior-88566.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4597,1788,1477,2685,165,1540,470,4,5,2,1998,164,3800,360,2000,Automatic,6,FWD,Family Z VCDi  ,"4, Inline ",,,"4, DOHC ",No ,Yes ,VCDI ,Turbocharged ,Variable Geometry ,No ,Conventional Shift ,No ,Diesel,Not Applicable,14.81,60,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,Power assisted (Hydraulic) ,,Alloy Wheels ,Alloy ,205 / 60 R16,205 / 60 R16,Caviar Black;Burnt Coconut;Switchblade Silver;Velvet Red;Diamond White;Sandrift Grey;Summit White;,background-color:#000000;height:100%;background-color:#57544f;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,4 Airbags,No ,No ,No ,No ,Yes ,Yes ,Yes,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,Remote,Yes ,Yes ,Automatic Climate Control,No ,1,Tilt &amp; Telescopic ,Yes ,Yes ,Yes ,Rear ,Reverse Camera ,Manual - Internal Only ,Driver &amp; Co-Driver ,Yes ,No ,Leather,Yes ,Yes ,Electrically Adjustable ,Front &amp; Rear ,Manual ,No ,No ,Yes ,Bench ,No ,No ,No ,No ,No ,Single Tone ,Black ,With Cup Holder ,No ,No ,No ,Yes ,Front &amp; Rear ,No ,Front &amp; Rear ,Yes ,No ,Yes ,No ,All ,Driver ,Front &amp; Rear,Body Coloured ,Electrically Adjustable ,No ,Yes ,No ,Body Coloured ,Painted ,Yes ,Front &amp; Rear ,No ,No ,Internal ,Electrically Adjustable ,No ,Yes ,Yes ,Yes ,No ,No ,No ,LED ,No ,Yes ,Yes ,Front ,LED ,Front and Rear ,Yes ,No ,Co-Driver Only ,Yes ,Analog ,Electronic 2 Trips ,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,Yes ,Yes ,No ,No ,Analog ,Yes ,Yes ,2 Din ,Touch-screen Display ,No ,No ,6,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,No ,3,100000,
,1620,Chevrolet,Cruze [2009-2012],LT,Discontinued,Compact car,Sedan,,12.85 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/cruze-2009-2012.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/8212/img/l/2859.jpg?t=091636303&amp;t=091636303&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/8212/img/l/2860.jpg?t=091636303&amp;t=091636303&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4597,1788,1477,2685,,,,4,5,,1991,150,4000,327,2600,Manual,5,,VCDi 16V SOHC ,,,,,,,CRDI ,,,,,,Diesel,,11.8,60,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,,5.4,,,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,2 (Driver &amp; Co-Driver),,,,,,,Yes,,,,,,,,,,,Yes ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,No ,,,,,,,,No ,,,,,,,,,,,,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes ,,Yes ,,,,,,,
,1621,Chevrolet,Cruze [2009-2012],LTZ,Discontinued,Compact car,Sedan,,14.48 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/cruze-2009-2012.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/8212/img/l/2859.jpg?t=091636303&amp;t=091636303&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/8212/img/l/2860.jpg?t=091636303&amp;t=091636303&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4597,1788,1477,2685,,,,4,5,,1991,150,4000,327,2600,Manual,5,,VCDi 16V SOHC ,,,,,,,CRDI ,,,,,,Diesel,,11.8,60,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,,5.4,,,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,2 (Driver &amp; Co-Driver),,,,,,,Yes,,,,,,,,,,,Yes ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Leather,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,No ,,,,,,,,Electrically Adjustable ,,,,,,,,,,,,Front ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes ,,Yes ,,,,,,,
,1684,Chevrolet,Cruze [2009-2012],LTZ AT,Discontinued,Compact car,Sedan,,15.36 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/cruze-2009-2012.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/8212/img/l/2859.jpg?t=091636303&amp;t=091636303&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/8212/img/l/2860.jpg?t=091636303&amp;t=091636303&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4597,1788,1477,2685,,,,4,5,,1991,150,4000,327,2600,Automatic,6,,VCDi 16V SOHC ,,,,,,,CRDI ,,,,,,Diesel,,10.7,60,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,,5.4,,,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,2 (Driver &amp; Co-Driver),,,,,,,Yes,,,,,,,,,,,Yes ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Leather,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,No ,,,,,,,,Electrically Adjustable ,,,,,,,,,,,,Front ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes ,,Yes ,,,,,,,
,2575,Chevrolet,Cruze [2012-2013],LT,Discontinued,Compact car,Sedan,,13.92 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/cruze-2012-2013.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/9791/img/l/Chevrolet-Cruze-Rear-three-fourth-15132.jpg?t=150903337&amp;t=150903337&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/9791/img/l/Chevrolet-Cruze-Interior-15133.jpg?t=150915963&amp;t=150915963&amp;q=85;,4597,1788,1477,2685,165,1520,,4,5,2,1998,164,3800,380,2000,Manual,6,FWD,Family Z VCDi  ,"4, Inline ",,,"4, DOHC ",No ,No ,VCDI ,,,,,,Diesel,Not Applicable,17.3,,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,,,,Alloy ,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,2 (Driver &amp; Co-Driver),Yes ,No ,No ,,,Yes ,Yes,No ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,Remote,No ,Yes ,Automatic Climate Control,No ,1,Tilt &amp; Telescopic ,Yes ,Yes ,No ,,No ,No ,Driver &amp; Co-Driver ,Yes ,,Fabric,No ,No ,,Front &amp; Rear ,,No ,,Yes ,,,,,,,,,With Cup Holder ,No ,No ,No ,Yes ,Front &amp; Rear ,,Front &amp; Rear ,,No ,Yes ,No ,,,Front &amp; Rear,,Electrically Adjustable ,Yes ,Yes ,No ,Body Coloured ,Painted ,No ,Front &amp; Rear ,,,Internal ,No ,No ,Yes ,Yes ,Yes ,,,No ,Conventional ,No ,Yes ,No ,Front ,,,Yes ,No ,Co-Driver Only ,Yes ,,Electronic 2 Trips ,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,,,,,,Yes ,Yes ,2 Din ,,,No ,6,Yes ,Yes ,No ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,,3,100000,
,2576,Chevrolet,Cruze [2012-2013],LTZ,Discontinued,Compact car,Sedan,,15.1 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/cruze-2012-2013.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/9791/img/l/Chevrolet-Cruze-Rear-three-fourth-15132.jpg?t=150903337&amp;t=150903337&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/9791/img/l/Chevrolet-Cruze-Interior-15133.jpg?t=150915963&amp;t=150915963&amp;q=85;,4597,1788,1477,2685,165,1520,,4,5,2,1998,164,3800,380,2000,Manual,6,FWD,Family Z VCDi  ,"4, Inline ",,,"4, DOHC ",No ,No ,VCDI ,,,,,,Diesel,Not Applicable,17.3,,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,,,,Alloy ,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,2 (Driver &amp; Co-Driver),Yes ,No ,No ,,,Yes ,Yes,No ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,Remote,No ,Yes ,Automatic Climate Control,No ,1,Tilt &amp; Telescopic ,Yes ,Yes ,Yes ,,Partial ,No ,Driver &amp; Co-Driver ,Yes ,,Leather,Yes ,Yes ,,Front &amp; Rear ,,No ,,Yes ,,,,,,,,,With Cup Holder ,No ,No ,No ,Yes ,Front &amp; Rear ,,Front &amp; Rear ,,No ,Yes ,No ,,,Front &amp; Rear,,Electrically Adjustable ,No ,Yes ,No ,Body Coloured ,Painted ,No ,Front &amp; Rear ,,,Internal ,Electrically Adjustable ,No ,Yes ,Yes ,Yes ,,,No ,Conventional ,No ,Yes ,No ,Front ,,,Yes ,No ,Co-Driver Only ,Yes ,,Electronic 2 Trips ,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,,,,,,Yes ,Yes ,2 Din ,,,No ,6,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,,3,100000,
,2577,Chevrolet,Cruze [2012-2013],LTZ AT,Discontinued,Compact car,Sedan,,16 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/cruze-2012-2013.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/9791/img/l/Chevrolet-Cruze-Rear-three-fourth-15132.jpg?t=150903337&amp;t=150903337&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/9791/img/l/Chevrolet-Cruze-Interior-15133.jpg?t=150915963&amp;t=150915963&amp;q=85;,4597,1788,1477,2685,165,1540,,4,5,2,1998,164,3800,380,2000,Automatic,6,FWD,Family Z VCDi  ,"4, Inline ",,,"4, DOHC ",No ,Yes ,VCDI ,,,,,,Diesel,Not Applicable,17.3,,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,,,,Alloy ,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,2 (Driver &amp; Co-Driver),Yes ,No ,No ,,,Yes ,Yes,No ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,Remote,No ,Yes ,Automatic Climate Control,No ,1,Tilt &amp; Telescopic ,Yes ,Yes ,Yes ,,Partial ,No ,Driver &amp; Co-Driver ,Yes ,,Leather,Yes ,Yes ,,Front &amp; Rear ,,No ,,Yes ,,,,,,,,,With Cup Holder ,No ,No ,No ,Yes ,Front &amp; Rear ,,Front &amp; Rear ,,No ,Yes ,No ,,,Front &amp; Rear,,Electrically Adjustable ,No ,Yes ,No ,Body Coloured ,Painted ,No ,Front &amp; Rear ,,,Internal ,Electrically Adjustable ,No ,Yes ,Yes ,Yes ,,,No ,Conventional ,No ,Yes ,No ,Front ,,,Yes ,No ,Co-Driver Only ,Yes ,,Electronic 2 Trips ,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,,,,,,Yes ,Yes ,2 Din ,,,No ,6,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,,3,100000,
,3146,Chevrolet,Cruze [2013-2014],LT,Discontinued,Compact car,Sedan,,13.7 Lakhs,,4597,1788,1477,2685,165,1520,,4,5,2,1998,164,3800,380,2000,Manual,6,FWD,Family Z VCDi  ,"4, Inline ",,,"4, DOHC ",No ,No ,VCDI ,,,,,,Diesel,Not Applicable,17.3,,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,,,,Alloy ,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,2 (Driver &amp; Co-Driver),No ,No ,No ,,,Yes ,Yes,No ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,Remote,No ,Yes ,Automatic Climate Control,No ,1,Tilt &amp; Telescopic ,Yes ,Yes ,No ,,No ,No ,Driver &amp; Co-Driver ,Yes ,,Fabric,No ,No ,,Front &amp; Rear ,,No ,,Yes ,,,,,,,,,With Cup Holder ,No ,No ,No ,Yes ,Front &amp; Rear ,,Front &amp; Rear ,,No ,Yes ,No ,,,Front &amp; Rear,,Electrically Adjustable ,Yes ,Yes ,No ,Body Coloured ,Painted ,No ,Front &amp; Rear ,,,Internal ,No ,No ,Yes ,Yes ,Yes ,,,No ,Conventional ,No ,Yes ,No ,Front ,,,Yes ,No ,Co-Driver Only ,Yes ,,Electronic 2 Trips ,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,,,,,,Yes ,Yes ,2 Din ,,,No ,6,Yes ,Yes ,No ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,,3,100000,
,3147,Chevrolet,Cruze [2013-2014],LTZ,Discontinued,Compact car,Sedan,,15.19 Lakhs,,4597,1788,1477,2685,165,1520,,4,5,2,1998,164,3800,380,2000,Manual,6,FWD,Family Z VCDi  ,"4, Inline ",,,"4, DOHC ",No ,No ,VCDI ,,,,,,Diesel,Not Applicable,17.3,,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,,,,Alloy ,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,4 Airbags,No ,No ,No ,,,Yes ,Yes,No ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,Remote,No ,Yes ,Automatic Climate Control,No ,1,Tilt &amp; Telescopic ,Yes ,Yes ,Yes ,,Partial ,No ,Driver &amp; Co-Driver ,Yes ,,Leather,Yes ,Yes ,,Front &amp; Rear ,,No ,,Yes ,,,,,,,,,With Cup Holder ,No ,No ,No ,Yes ,Front &amp; Rear ,,Front &amp; Rear ,,No ,Yes ,No ,,,Front &amp; Rear,,Electrically Adjustable ,No ,Yes ,No ,Body Coloured ,Painted ,No ,Front &amp; Rear ,,,Internal ,Electrically Adjustable ,No ,Yes ,Yes ,Yes ,,,No ,Conventional ,No ,Yes ,No ,Front ,,,Yes ,No ,Co-Driver Only ,Yes ,,Electronic 2 Trips ,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,,,,,,Yes ,Yes ,2 Din ,,,No ,6,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,,3,100000,
,3148,Chevrolet,Cruze [2013-2014],LTZ AT,Discontinued,Compact car,Sedan,,16.3 Lakhs,,4597,1788,1477,2685,165,1540,,4,5,2,1998,164,3800,380,2000,Automatic,6,FWD,Family Z VCDi  ,"4, Inline ",,,"4, DOHC ",No ,Yes ,VCDI ,,,,,,Diesel,Not Applicable,,,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,,,,Alloy ,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,4 Airbags,No ,No ,No ,,,Yes ,Yes,No ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,Remote,No ,Yes ,Automatic Climate Control,No ,1,Tilt &amp; Telescopic ,Yes ,Yes ,Yes ,,Partial ,No ,Driver &amp; Co-Driver ,Yes ,,Leather,Yes ,Yes ,,Front &amp; Rear ,,No ,,Yes ,,,,,,,,,With Cup Holder ,No ,No ,No ,Yes ,Front &amp; Rear ,,Front &amp; Rear ,,No ,Yes ,No ,,,Front &amp; Rear,,Electrically Adjustable ,No ,Yes ,No ,Body Coloured ,Painted ,No ,Front &amp; Rear ,,,Internal ,Electrically Adjustable ,No ,Yes ,Yes ,Yes ,,,No ,Conventional ,No ,Yes ,No ,Front ,,,Yes ,No ,Co-Driver Only ,Yes ,,Electronic 2 Trips ,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,,,,,,Yes ,Yes ,2 Din ,,,No ,6,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,,3,100000,
,3314,Chevrolet,Cruze [2014-2016],LT,Discontinued,Compact car,Sedan,,14.27 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/ec/13741/Chevrolet-Cruze-Right-Front-Three-Quarter-58426.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/bb/41/13741/img/orig/Chevrolet-Cruze-Left-Front-Three-Quarter-28877.jpg?t=174448740&amp;t=174448740&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/bb/41/13741/img/m/Chevrolet-Cruze-Right-Front-Three-Quarter-49902_ol.jpg?t=120845617&amp;t=120845617&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4597,1788,1477,2685,165,1520,470,4,5,2,1998,164,3800,380,2000,Manual,6,FWD,Family Z VCDi  ,"4, Inline ",,,"4, DOHC ",No ,No ,VCDI ,Turbocharged ,Variable Geometry ,No ,No ,No ,Diesel,Not Applicable,17.3,60,McPherson Strut with Linear Cylindrical Coil Spring and Tubular Stabilizer Bar System ,"Compound Crank Type with Non-Linear, Mini-Block Coil Spring ",Disc ,Disc ,Power assisted (Hydraulic) ,,Alloy Wheels ,Alloy ,205 / 60 R16,205 / 60 R16,Caviar Black;Atlantis Bule;Burnt Coconut;Switchblade Silver;Velvet Red;Diamond White;Sand Drift Grey;Summit White;,background-color:#000000;height:100%;background-color:#007EAF;height:100%;background-color:#57544f;height:100%;background-color:#7e7e7e;height:100%;background-color:#80021A;height:100%;background-color:#8a8984;height:100%;background-color:#8e8777;height:100%;background-color:#d2d2d4;height:100%;,2 (Driver &amp; Co-Driver),No ,No ,No ,No ,Yes ,Yes ,Yes,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,Remote,Yes ,Yes ,Automatic Climate Control,No ,1,Tilt &amp; Telescopic ,Yes ,Yes ,No ,No ,No ,Manual - Internal Only ,Driver &amp; Co-Driver ,Yes ,No ,Fabric,No ,No ,Manual with Height Adjustment ,Front &amp; Rear ,Manual ,No ,,Yes ,Bench ,No ,No ,No ,No ,No ,Single Tone ,Black ,With Cup Holder ,No ,No ,No ,Yes ,Front &amp; Rear ,No ,Front &amp; Rear ,Yes ,No ,Yes ,No ,All ,Driver ,Front &amp; Rear,Body Coloured ,Electrically Adjustable ,Yes ,Yes ,No ,Body Coloured ,Painted ,No ,Front &amp; Rear ,No ,No ,Internal ,No ,No ,Yes ,Yes ,Yes ,No ,No ,No ,Conventional ,No ,Yes ,No ,Front ,Conventional ,Front and Rear ,Yes ,No ,Co-Driver Only ,Yes ,Analog ,Electronic 2 Trips ,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,Yes ,Yes ,No ,No ,Analog ,Yes ,Yes ,2 Din ,No ,No ,No ,6,Yes ,Yes ,No ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,No ,3,100000,
